"","screen_name","user_id","created_at","status_id","text","retweet_count","favorite_count","is_quote_status","quote_status_id","is_retweet","retweet_status_id","in_reply_to_status_status_id","in_reply_to_status_user_id","in_reply_to_status_screen_name","lang","source","media_id","media_url","media_url_expanded","urls","urls_display","urls_expanded","mentions_screen_name","mentions_user_id","symbols","hashtags","coordinates","place_id","place_type","place_name","place_full_name","country_code","country","bounding_box_coordinates","bounding_box_type"
"55","listentojohan","54165550",2018-01-30 12:13:13,"958312139927818241","@beeonaposy Communication. And understanding the underlying problem - 1st principle.",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","duto_guerra","91169926",2018-01-30 11:44:37,"958304940857987072","@beeonaposy @visualisingdata Interactive Information Visualization is not an after thought, it must be used across… https://t.co/r2oF3pxvaT",0,1,FALSE,NA,FALSE,NA,"958304387083927552","91169926","duto_guerra","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958304940857987072","beeonaposy visualisingdata","215035672 137712607",NA,NA,NA,"0161be1b3f98d6c3","city","Bogotá, D.C.","Bogotá, D.C., Colombia","CO","Colombia","-74.483288999243 -74.0040529979154 -74.0040529979154 -74.483288999243 3.71743200175304 3.71743200175304 4.80713500387127 4.80713500387127","Polygon"
"57","duto_guerra","91169926",2018-01-30 11:42:24,"958304387083927552","@beeonaposy @visualisingdata Data scientists don't know what the tasks/goals of a project are, users do (even if so… https://t.co/U0thQxHRHl",0,0,FALSE,NA,FALSE,NA,"958303870559703040","91169926","duto_guerra","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958304387083927552","beeonaposy visualisingdata","215035672 137712607",NA,NA,NA,"0161be1b3f98d6c3","city","Bogotá, D.C.","Bogotá, D.C., Colombia","CO","Colombia","-74.483288999243 -74.0040529979154 -74.0040529979154 -74.483288999243 3.71743200175304 3.71743200175304 4.80713500387127 4.80713500387127","Polygon"
"58","duto_guerra","91169926",2018-01-30 11:40:21,"958303870559703040","@beeonaposy @visualisingdata Understanding that users &gt; tasks &gt; data, i e. interactive visual analytics. Many don't… https://t.co/TwKo6FTH1C",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958303870559703040","beeonaposy visualisingdata","215035672 137712607",NA,NA,NA,"0161be1b3f98d6c3","city","Bogotá, D.C.","Bogotá, D.C., Colombia","CO","Colombia","-74.483288999243 -74.0040529979154 -74.0040529979154 -74.483288999243 3.71743200175304 3.71743200175304 4.80713500387127 4.80713500387127","Polygon"
"59","SkunkyBeer2000","919582162680152070",2018-01-30 11:25:59,"958300253983305728","@beeonaposy Skepticism",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","vaibhavsriv10","874987512850128897",2018-01-30 11:04:30,"958294848855003139","@beeonaposy @BecomingDataSci Testing!

Testing Data Pipelines, API's, cleaning functions, UDF's, Deployments, SQL s… https://t.co/DdjWFErrJh",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958294848855003139","beeonaposy BecomingDataSci","215035672 2343198944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","adityavyas1702","746633234960752640",2018-01-30 10:58:13,"958293265505292288","@beeonaposy 1. First spot is obviously taken by data munging. I didnt know it was so much time consuming when I sta… https://t.co/LbbcnZmphY",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958293265505292288","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","sgallacher65","1317144655",2018-01-30 10:58:11,"958293256038703107","@beeonaposy Much of this, I’m sure, will strike a chord or three with #qstep students and grads (and academics!) @NuffieldFound",0,0,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy NuffieldFound","215035672 241182904",NA,"qstep",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Laurens2802","51063957",2018-01-30 10:51:01,"958291454375448576","@beeonaposy @drob Daring to question the added value of your own analysis. Prevent in-sample over-fitting. Daring t… https://t.co/Z3vm2BWtoG",0,2,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958291454375448576","beeonaposy drob","215035672 46245868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","jschulenklopper","2893862141",2018-01-30 10:49:59,"958291195402379265","@beeonaposy Data visualization; picking the right graph or visualization that's simple, clear, honest (!) and informative.",0,4,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","citydreamland","3426688571",2018-01-30 10:47:43,"958290623634857985","@beeonaposy Understanding of data mining in an effective manner.",0,0,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","karinv","16549460",2018-01-30 10:30:48,"958286365023612928","@beeonaposy @rctatman @timClicks @joelgrus See @nytimes article from several years ago on data janitorial work. Of… https://t.co/c2bLXMetiz",0,1,FALSE,NA,FALSE,NA,"958115162468311042","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958286365023612928","beeonaposy rctatman timClicks joelgrus nytimes","215035672 101609102 15188612 14092380 807095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","antarcticdesign","191257554",2018-01-30 10:19:21,"958283483692060672","@beeonaposy Statistics.",0,0,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","BenRosher","2686648323",2018-01-30 10:10:57,"958281368898887680","@beeonaposy Good Documentation/decision log. When starting out it’s so easy to get lost in the data and coding. Nee… https://t.co/zwVeXbww3K",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958281368898887680","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","balikasg","2168268127",2018-01-30 09:57:05,"958277881762930688","@beeonaposy The ability to transform business problems to data science ones. Difficult to be evaluated, can have hu… https://t.co/tkwulhK5Ps",0,1,FALSE,NA,FALSE,NA,"958062683118624768","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958277881762930688","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","nvenkataraman1","141951273",2018-01-30 09:48:00,"958275597255561216","@beeonaposy Being focused on the needs of the business so they do not design solutions in a vacuum.",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Lite",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Deurru","997653031",2018-01-30 09:46:22,"958275183965548544","@CorradoLanera @beeonaposy @robinson_es Seconded!",0,0,FALSE,NA,FALSE,NA,"958244278198730752","894160058539552768","CorradoLanera","en","Twitter Lite",NA,NA,NA,NA,NA,NA,"CorradoLanera beeonaposy robinson_es","894160058539552768 215035672 597868047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","i_am_shadab","128562250",2018-01-30 07:44:07,"958244421023105026","@beeonaposy Determining perfect values for Parameters used in algos......",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","CorradoLanera","894160058539552768",2018-01-30 07:43:33,"958244278198730752","@beeonaposy @robinson_es please let us know when it will be ready 👍",0,1,FALSE,NA,FALSE,NA,"958150992666574848","215035672","beeonaposy","en","TweetCaster for Android",NA,NA,NA,NA,NA,NA,"beeonaposy robinson_es","215035672 597868047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","edwin_thoen","1570032288",2018-01-30 06:26:03,"958224773707980800","@beeonaposy Being able to organise your work in a consistent manner. Use version control of course, but also data m… https://t.co/gMfaLaVkzv",0,3,FALSE,NA,FALSE,NA,"958062683118624768","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958224773707980800","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","njogukennly","315032343",2018-01-30 06:21:34,"958223644701814784","@beeonaposy Data preparation; cleaning, manipulation and documentation",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","S_C_Mayo","2591036767",2018-01-30 06:08:55,"958220459559931904","@apreshill @gvwilson @beeonaposy +1, My (scientist) husband says a boring-sounding course he went to on 'minute-tak… https://t.co/VtKFxAK97U",0,2,FALSE,NA,FALSE,NA,"958073466980245504","3199856542","apreshill","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958220459559931904","apreshill gvwilson beeonaposy","3199856542 21506708 215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","BenMoretti","925353721629777921",2018-01-30 06:07:58,"958220220782452736","@beeonaposy But most importantly, being an easy person to work with",0,1,FALSE,NA,FALSE,NA,"958192276550836224","925353721629777921","BenMoretti","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Chrisfs59","14280532",2018-01-30 05:50:33,"958215840276480000","@beeonaposy @rctatman @timClicks @joelgrus I'd take that job. I'm happy data munging.",0,0,FALSE,NA,FALSE,NA,"958113101169164289","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"beeonaposy rctatman timClicks joelgrus","215035672 101609102 15188612 14092380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","gisfromscratch","450560334",2018-01-30 05:34:44,"958211858674192384","@beeonaposy MATH ... from deviation to model, errors and residuals, probability and hypothesis theory, regression a… https://t.co/Zfnmx6BVaS",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958211858674192384","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","DataKimist","710911607170150400",2018-01-30 05:26:47,"958209858595119104","@beeonaposy Clear communication.",0,0,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPad",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","FrankFarach","1396268474",2018-01-30 05:21:01,"958208408590606336","@beeonaposy Practicing good metadata and data management habits — and helping others do the same.",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","_RudeDude","124505857",2018-01-30 05:19:54,"958208126058147840","@drob @BecomingDataSci @beeonaposy #nailedit",0,0,FALSE,NA,FALSE,NA,"958063319956336640","46245868","drob","und","Twitter Lite",NA,NA,NA,NA,NA,NA,"drob BecomingDataSci beeonaposy","46245868 2343198944 215035672",NA,"nailedit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","FrankFarach","1396268474",2018-01-30 05:15:02,"958206900008452096","@beeonaposy Deep curiosity, empathy, humility, and critical thinking about the sociotechnical systems that generate… https://t.co/tDk4H24f4c",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958206900008452096","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","SFMagus","1651481552",2018-01-30 05:10:26,"958205743080992768","@beeonaposy 1) Asking the right questions 
2) Statistics (ML is a very small subset of what is possible
3) Patience",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","neilkod","801593",2018-01-30 04:49:16,"958200416696598528","@beeonaposy Version control, reproducibility",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","es","Twitter Lite",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","wenskovitch","77876990",2018-01-30 04:42:46,"958198780922343425","@beeonaposy Remembering to keep data in context.  Can't just let models run wild and accept their conclusions.  Alw… https://t.co/aDAocfpXvz",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958198780922343425","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","alvations","3240302326",2018-01-30 04:41:46,"958198530807513089","@beeonaposy @BecomingDataSci Spending time defining silly unicodes so that things work. Epitome: https://t.co/jZRxDs7Dgt",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,"github.com/alvations/char…","https://github.com/alvations/charguana","beeonaposy BecomingDataSci","215035672 2343198944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","zenrhino","17954385",2018-01-30 04:30:44,"958195752077090816","@beeonaposy And then never forget why you do this: to provide something to users, who are real people with real bus… https://t.co/niVfF8Ak9q",0,0,FALSE,NA,FALSE,NA,"958194190466379776","17954385","zenrhino","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958195752077090816","beeonaposy","215035672",NA,NA,NA,"8e9665cec9370f0f","city","Minneapolis","Minneapolis, MN","US","United States","-93.329515 -93.194578 -93.194578 -93.329515 44.889964 44.889964 45.051257 45.051257","Polygon"
"89","chris_mahan","806585",2018-01-30 04:26:03,"958194575033511936","@beeonaposy it's too often assumed that people are interchangeable cogs and there is one good way. The more one lea… https://t.co/5FHrKH8Xvw",0,3,FALSE,NA,FALSE,NA,"958194203145650176","806585","chris_mahan","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958194575033511936","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","neilkod","801593",2018-01-30 04:25:07,"958194338349039616","@beeonaposy @gdequeiroz I've had so much success after finding a somewhat common ground(or coming up with the trans… https://t.co/kx0J68GKUj",0,2,FALSE,NA,FALSE,NA,"958192247589232641","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958194338349039616","beeonaposy gdequeiroz","215035672 16284661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","chris_mahan","806585",2018-01-30 04:24:35,"958194203145650176","@beeonaposy It's not even really about ""business value"". Often it's the unspoken need of users to have a system ada… https://t.co/r68UkfrIMq",0,1,FALSE,NA,FALSE,NA,"958193524813463553","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958194203145650176","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","zenrhino","17954385",2018-01-30 04:24:32,"958194190466379776","@beeonaposy Not munging per se, but the engineering that goes in to making disparate data sources merge. Finesse th… https://t.co/SGIZ7WZE6k",0,1,FALSE,NA,FALSE,NA,"958192766114295808","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958194190466379776","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","anilhardageri","59720665",2018-01-30 04:23:06,"958193833308811264","@beeonaposy I second you",0,1,FALSE,NA,FALSE,NA,"958062683118624768","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","beeonaposy","215035672",2018-01-30 04:21:53,"958193524813463553","@chris_mahan It counts! Business value is tough to teach in a stats class.",0,2,FALSE,NA,FALSE,NA,"958192412727259136","806585","chris_mahan","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"chris_mahan","806585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Swayson","102288215",2018-01-30 04:21:31,"958193433923018753","@drob @beeonaposy Underrated role (DS team):
DataOps",0,1,FALSE,NA,FALSE,NA,"958063319956336640","46245868","drob","et","TweetDeck",NA,NA,NA,NA,NA,NA,"drob beeonaposy","46245868 215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","beeonaposy","215035672",2018-01-30 04:18:52,"958192766114295808","@zenrhino Job security is a benefit to munging data I hadn't considered 🤔",0,0,FALSE,NA,FALSE,NA,"958191354944860165","17954385","zenrhino","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"zenrhino","17954385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","chris_mahan","806585",2018-01-30 04:17:28,"958192412727259136","@beeonaposy I don't know because I don't consider myself a ""data scientist"" although I deal with massive amounts of… https://t.co/n2zc61jLkh",0,2,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958192412727259136","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","BenMoretti","925353721629777921",2018-01-30 04:16:55,"958192276550836224","@beeonaposy Data gathering and munging, presentation skills, understanding the business. Matching data to requirements",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","beeonaposy","215035672",2018-01-30 04:16:48,"958192247589232641","@neilkod @gdequeiroz did an excellent presentation on statistics from data science this weekend, and the number one… https://t.co/SfEPOb332J",2,12,FALSE,NA,FALSE,NA,"958190946411163648","801593","neilkod","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958192247589232641","neilkod gdequeiroz","801593 16284661",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","IceBlueSun","41909487",2018-01-30 04:13:45,"958191477930315778","@beeonaposy same, data manipulation/management/munging(i dun like to use this term) and process automation. i've se… https://t.co/f8jJgs38x5",0,0,FALSE,NA,FALSE,NA,"958062683118624768","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958191477930315778","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","zenrhino","17954385",2018-01-30 04:13:16,"958191354944860165","@beeonaposy This, * 100.

Life is messy. Everyone's data source will extract and ingest horribly. The data will nev… https://t.co/lZ2wZp9rhh",0,1,FALSE,NA,FALSE,NA,"958062683118624768","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958191354944860165","beeonaposy","215035672",NA,NA,NA,"8e9665cec9370f0f","city","Minneapolis","Minneapolis, MN","US","United States","-93.329515 -93.194578 -93.194578 -93.329515 44.889964 44.889964 45.051257 45.051257","Polygon"
"102","eric_normandeau","2153403650",2018-01-30 04:12:22,"958191128678928385","@beeonaposy @srsupp Debugging skills",0,2,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Lite",NA,NA,NA,NA,NA,NA,"beeonaposy srsupp","215035672 718449524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","neilkod","801593",2018-01-30 04:11:38,"958190946411163648","@beeonaposy KNOW YOUR DATA! I always say that an innovative join + aggregation can be more insightful and *impactfu… https://t.co/XqbFwdLUr8",2,10,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958190946411163648","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","BecomingDataSci","2343198944",2018-01-30 04:09:30,"958190410555420672","@beeonaposy Yeah when I did a survey, I was super surprised that only 50% of people working as data scientists used… https://t.co/aXBJy9KPHG",0,2,FALSE,NA,FALSE,NA,"958062683118624768","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958190410555420672","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","stevegotsoul","43993633",2018-01-30 04:01:48,"958188471406874631","@beeonaposy @databrit I’m about three months into a new Data Analyst role, learning Tableau and SQL. I appreciate t… https://t.co/HcAkcZMTR8",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958188471406874631","beeonaposy databrit","215035672 88842589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","dward4","17722689",2018-01-30 03:49:32,"958185384348971014","@beeonaposy Humility",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","nicoleradziwill","15433622",2018-01-30 03:46:23,"958184589566074880","@beeonaposy @wimlds I'd say scoping. Like, good scoping.",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,NA,NA,"beeonaposy wimlds","215035672 2999992556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","lo_fuego","760660172226367488",2018-01-30 03:27:39,"958179875935932416","@SadieRyan @beeonaposy Love this thread! Thanks to the twitter algorithm for showing me @SadieRyan ‘s, and others great advice!",0,1,FALSE,NA,FALSE,NA,"958107698456821760","16318973","SadieRyan","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"SadieRyan beeonaposy SadieRyan","16318973 215035672 16318973",NA,NA,NA,"01a9a39529b27f36","city","Manhattan","Manhattan, NY","US","United States","-74.026675 -73.910408 -73.910408 -74.026675 40.683935 40.683935 40.877483 40.877483","Polygon"
"109","beeonaposy","215035672",2018-01-30 03:18:19,"958177530275663872","@jent103 Ahh, I wish! I would happily drink a Bongo latte with you and talk data anytime :)",0,1,FALSE,NA,FALSE,NA,"958165179308666880","263000760","jent103","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"jent103","263000760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","midickinson","21809405",2018-01-30 02:42:32,"958168522496135168","@beeonaposy Additionally, having enough of an understating of the business to actually know the value of what you a… https://t.co/DahliQ7r39",0,3,FALSE,NA,FALSE,NA,"958167852879663104","21809405","midickinson","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958168522496135168","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","midickinson","21809405",2018-01-30 02:39:52,"958167852879663104","@beeonaposy Knowing when to stop.  That is, not getting lost in the nuances of the data and analysis at the expense of the value",1,7,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","37chandler","33029025",2018-01-30 02:30:51,"958165584222486528","@beeonaposy I’d say being able to put the results within the context of the question. You have to understand the bu… https://t.co/Wstf7IAa14",0,2,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958165584222486528","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","jent103","263000760",2018-01-30 02:29:15,"958165179308666880","@beeonaposy We could have a lot of coffee while talking about the ways this is true :)",0,4,FALSE,NA,FALSE,NA,"958128935002361856","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","ian_castill0","228561278",2018-01-30 02:15:16,"958161661071970305","@beeonaposy Statistics.",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,"bfc35dcc7e63252a","city","Cuauhtémoc","Cuauhtémoc, Distrito Federal","MX","Mexico","-99.1843501 -99.122382 -99.122382 -99.1843501 19.3998346 19.3998346 19.4658366 19.4658366","Polygon"
"115","simitpatel","17769335",2018-01-30 02:02:21,"958158411513909248","@beeonaposy persistence, though that may be most undrrvalued for everyone",0,0,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","jtneuro","600277449",2018-01-30 01:56:59,"958157060025339905","@beeonaposy To be clear, ""people"" == me. Moving from academic science to data science this was the hardest thing, b… https://t.co/keIlXxmsgi",0,1,FALSE,NA,FALSE,NA,"958128904966934530","600277449","jtneuro","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958157060025339905","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","sbtr11","230486294",2018-01-30 01:43:49,"958153747607285761","@beeonaposy curiosity",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","es","Twitter Web Client",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
